Name,Age,Inf,RF Matches,Position,Club,Ability,Potential,Transfer Value (Low),Transfer Value (High),Hdrs A,Tck/90,Tck C,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,FK Shots,xSv %,xGP/90,xGP,xG/shot,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,Apps (Total),Apps (Sub Apps),Yel,xG,Saves/90,Tgls/90,Tcon/90,Tall,Tgls,Starts,Shutouts,Red,Pts/Gm,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,NP-xG/90,NP-xG,Last Gl,Last C,Mins/Gm,Mins,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps (Total),Int Apps (Sub Apps),Gls/90,All/90,Conc,Gls,Won,G. Mis,Lost,D,Gwin,Fls,FA,xG/90,xG-OP,xA/90,xA,Cln/90,Av Rat,Mins/Gl,Ast,Rec,Acc
- -,22,Loa,,,,,,28000000.0,39000000.0,6.0,2.2,2.0,2.0,100.0,1.1,100.0,1.1,1.0,0.0,0.0,0.0,1.0,,,,,4.39,4.0,2.2,2.0,10.98,10.0,8.78,10.98,37.32,34.0,41.71,38.0,89.0,1.1,1.0,0.0,0.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.0,,0.0,13.17,33.0,2.2,2.0,4.39,0.0,0.0,,,,0.05,,0.0,0.0mi,6.8mi,0.0,0.0,1.1,1.0,,100.0,0.0,0.0,0.0,,,0.0,,6.59,4.0,4.0,0.0,0.05,,2.2,0.0,,2.0,,,0.0,2.1,0.0,100.0,1.0,,,,1.0,0.05,0.05,74.0,,20.5,82.0,,,,,,,,1.1,,,1.0,4.0,,0.0,0.0,100.0,1.0,0.0,0.05,0.95,0.0,0.0,,7.0,82.0,0.0,- - -,14.0
- -,20,Loa,,,,,,25000000.0,31000000.0,13.0,0.74,1.0,1.0,100.0,2.23,67.0,1.49,2.0,1.49,0.0,0.0,3.0,,,,,0.74,1.0,0.74,1.0,6.69,9.0,2.23,15.62,19.34,26.0,25.29,34.0,76.0,0.0,0.0,0.0,0.0,0.74,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,6.69,31.0,2.98,4.0,6.69,0.0,0.0,,,,0.05,2.23,3.0,8.4mi,11.3mi,0.0,0.0,0.74,1.0,,67.0,0.0,0.0,0.0,,,0.0,,9.67,3.0,2.0,0.0,0.15,,1.49,0.74,,2.0,1.0,,0.0,1.35,0.0,,0.0,,,,0.0,0.11,0.15,65.0,,40.33,121.0,,,,6.88,0.0,6.0,4.0,1.49,,,2.0,1.0,,2.0,0.0,33.0,2.0,0.0,0.11,1.85,0.24,0.32,,7.0,60.5,0.0,- - -,15.0
- -,23,Int,4 Focuses,,,,,53000000.0,62000000.0,28.0,2.59,17.0,22.0,77.0,1.68,55.0,0.92,6.0,0.31,0.15,1.0,11.0,,,,,5.19,34.0,2.44,16.0,9.92,65.0,10.53,8.24,49.12,322.0,53.08,348.0,93.0,0.76,5.0,0.15,1.0,0.76,5.0,43.0,0.0,0.0,0.31,2.0,0.92,6.0,0.46,1.83,12.0,12.05,54.0,2.29,15.0,1.98,0.0,0.0,,,,0.08,0.15,1.0,8.2mi,53.7mi,0.46,3.0,1.07,7.0,20.0,9.0,1.22,8.0,1.0,0.15,0.15,1.0,,4.27,13.0,8.0,0.0,0.89,,1.68,0.61,,11.0,5.0,,0.0,2.08,0.0,,0.0,,,,0.0,0.14,0.89,322.0,,45.38,590.0,,,,6.75,0.0,2.0,2.0,0.15,,,1.0,8.0,,2.0,3.0,62.0,7.0,5.0,0.14,0.11,0.11,0.7,,6.65,590.0,0.0,- - -,13.0
- -,20,,5 Focuses,,,,,14000000.0,20000000.0,179.0,1.89,77.0,114.0,68.0,0.47,11.0,0.05,2.0,0.25,0.27,11.0,19.0,,,,,3.79,154.0,2.75,112.0,9.81,399.0,9.94,7.6,46.44,1888.0,52.02,2115.0,89.0,0.84,34.0,0.05,2.0,0.22,9.0,22.0,2.0,0.0,0.1,4.0,0.84,34.0,0.39,1.94,79.0,11.76,58.0,2.53,103.0,1.87,1.0,0.0,,,,0.05,0.79,32.0,8.0mi,326.3mi,0.05,2.0,0.22,9.0,22.0,5.0,0.98,40.0,8.0,0.2,0.61,25.0,0.07,4.4,43.0,0.0,3.0,0.96,,0.98,1.28,,40.0,43.0,,0.0,1.05,0.0,,0.0,,,,0.0,0.02,0.96,3175.0,,85.09,3659.0,,,,,,,,0.02,,,1.0,11.0,,20.0,12.0,26.0,61.0,37.0,0.02,0.04,0.08,3.05,,6.84,3659.0,3.0,- - -,15.0
- -,19,Wnt,,,,,,8000000.0,12000000.0,175.0,1.61,39.0,43.0,91.0,0.45,9.0,0.04,1.0,0.21,0.78,19.0,11.0,,,,,4.01,97.0,1.45,35.0,3.3,80.0,16.77,2.81,50.14,1214.0,55.14,1335.0,91.0,0.25,6.0,0.0,0.0,0.21,5.0,0.0,0.0,0.0,0.33,8.0,0.25,6.0,0.83,1.94,47.0,5.33,66.0,4.79,116.0,2.44,0.0,0.0,,,,0.06,0.12,3.0,6.9mi,167.5mi,0.0,0.0,0.21,5.0,,9.0,1.28,31.0,0.0,,0.54,13.0,,7.23,25.0,0.0,6.0,0.64,,1.45,0.83,,35.0,25.0,,0.0,2.0,3.0,,0.0,,,,0.0,0.03,0.64,0.0,,87.16,2179.0,,,,6.63,0.0,6.0,0.0,0.04,,,1.0,14.0,,3.0,8.0,56.0,22.0,4.0,0.03,0.36,0.01,0.2,,6.89,2179.0,0.0,- - -,12.0
- -,19,Loa,6 Focuses,,,,,38000000.0,53000000.0,4.0,0.95,1.0,1.0,100.0,6.63,29.0,1.89,2.0,0.95,0.0,0.0,7.0,,,,,0.95,1.0,0.95,1.0,13.26,14.0,1.89,25.58,24.63,26.0,30.32,32.0,81.0,0.95,1.0,0.95,1.0,2.84,3.0,33.0,1.0,0.0,0.0,0.0,0.95,1.0,0.0,1.89,2.0,13.26,0.0,0.0,0.0,3.79,0.0,0.0,,,,0.22,1.89,2.0,9.1mi,9.6mi,0.95,1.0,2.84,3.0,33.0,,0.0,0.0,0.0,,,0.0,0.95,3.79,4.0,3.0,0.0,1.51,,2.84,0.95,,3.0,1.0,,0.0,1.7,0.0,,0.0,,,,0.0,1.43,1.51,,,23.75,95.0,,,,,,,,,,,0.0,2.0,,0.0,2.0,50.0,3.0,1.0,1.43,-1.51,0.33,0.35,,6.6,,1.0,- - -,16.0
- -,21,Int,6 Focuses,,,,,70000000.0,84000000.0,7.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,3.03,3.0,1.01,1.0,13.15,13.0,8.09,22.25,35.39,35.0,44.49,44.0,80.0,1.01,1.0,0.0,0.0,3.03,3.0,0.0,0.0,0.0,0.0,0.0,1.01,1.0,0.0,1.01,1.0,14.16,100.0,7.08,7.0,,0.0,0.0,,,,0.0,,0.0,0.0mi,8.9mi,0.0,0.0,3.03,3.0,,,1.01,1.0,0.0,,,0.0,,7.08,1.0,0.0,0.0,0.0,,1.01,2.02,,1.0,1.0,,0.0,1.35,0.0,,0.0,,,,0.0,0.0,0.0,,,89.0,89.0,,,,,0.0,3.0,3.0,,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,,6.5,,0.0,- - -,13.0
- -,21,,Francis Cagigao,,,,,35000000.0,42000000.0,10.0,1.79,6.0,8.0,75.0,3.29,36.0,1.2,4.0,1.79,0.0,0.0,11.0,,,,,1.79,6.0,2.69,9.0,10.17,34.0,5.08,17.34,29.0,97.0,31.99,107.0,91.0,1.2,4.0,0.9,3.0,2.09,7.0,36.0,0.0,0.0,0.0,0.0,1.79,6.0,0.0,0.9,3.0,11.96,40.0,1.2,4.0,1.79,2.0,0.0,,,,0.07,2.39,8.0,8.3mi,27.9mi,1.2,4.0,3.29,11.0,42.0,9.0,0.9,3.0,1.0,0.3,,0.0,0.3,2.99,12.0,11.0,0.0,0.76,,1.79,0.6,,6.0,1.0,,0.0,1.75,0.0,,0.0,,,,0.0,0.23,0.76,230.0,,25.08,301.0,,,,,,,,0.3,,,1.0,6.0,,3.0,3.0,50.0,3.0,7.0,0.23,0.24,0.12,0.4,,6.84,301.0,1.0,- - -,14.0
- -,20,Loa,Ricardo Camacho (3/15/2025),,,,,39000000.0,47000000.0,5.0,1.0,1.0,1.0,100.0,,,,,0.0,0.0,0.0,0.0,,,,,8.0,8.0,1.0,1.0,10.0,10.0,7.0,21.0,48.0,48.0,56.0,56.0,86.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,12.0,40.0,2.0,2.0,3.0,0.0,0.0,,,,0.0,3.0,3.0,6.8mi,6.8mi,1.0,1.0,10.0,10.0,,,1.0,1.0,0.0,,1.0,1.0,,5.0,1.0,0.0,0.0,0.0,,1.0,2.0,,1.0,1.0,,0.0,1.35,0.0,,0.0,,,,0.0,0.0,0.0,,,90.0,90.0,,,,,,,,,,,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,,7.1,,0.0,- - -,13.0
- -,21,,Bojan Krkic,,,,,28000000.0,32000000.0,10.0,5.33,9.0,10.0,90.0,0.59,0.0,0.0,0.0,0.59,0.0,0.0,1.0,,,,,1.18,2.0,4.74,8.0,10.66,18.0,10.66,14.21,32.57,55.0,37.89,64.0,86.0,0.59,1.0,0.0,0.0,3.55,6.0,0.0,0.0,0.0,0.0,0.0,0.59,1.0,0.0,2.37,4.0,15.39,80.0,4.74,8.0,1.18,0.0,0.0,,,,0.06,2.37,4.0,8.0mi,13.5mi,0.0,0.0,3.55,6.0,,,0.59,1.0,0.0,,1.18,2.0,,5.92,3.0,2.0,0.0,0.06,,1.78,0.59,,3.0,1.0,,0.0,1.65,0.0,,0.0,,,,0.0,0.04,0.06,,,50.67,152.0,,,,,,,,,,,0.0,2.0,,1.0,0.0,67.0,1.0,2.0,0.04,-0.06,0.0,0.0,,6.47,,0.0,- - -,16.0
- -,21,Loa,,,,,,41000000.0,58000000.0,10.0,0.66,1.0,2.0,50.0,1.99,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,4.63,7.0,0.66,1.0,3.31,5.0,17.87,3.31,59.56,90.0,64.85,98.0,92.0,1.32,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.32,2.0,0.0,3.97,6.0,5.29,90.0,5.96,9.0,0.66,0.0,0.0,,,,0.11,,0.0,7.2mi,10.8mi,0.0,0.0,0.0,0.0,,,1.32,2.0,0.0,,1.32,2.0,1.32,6.62,4.0,3.0,0.0,0.33,,3.31,0.66,,5.0,1.0,,0.0,2.1,0.0,,0.0,,,,0.0,0.22,0.33,,,34.0,136.0,,,,,,,,,,,0.0,4.0,,0.0,0.0,100.0,1.0,0.0,0.22,-0.33,0.24,0.36,,7.05,,2.0,- - -,13.0
- -,18,Inj,,,,,,15000000.0,18500000.0,0.0,0.93,27.0,33.0,82.0,1.86,39.0,0.72,21.0,0.0,0.0,0.0,54.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,400.0,20.0,580.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.14,,0.0,0.0mi,0.0mi,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,,,0.0,0.17,,29.0,0.0,0.0,7.4,,0.0,0.0,,0.0,29.0,,0.0,1.0,2.0,,0.0,,,,0.0,0.26,7.4,0.0,,90.0,2610.0,,,,,,,,0.03,,,1.0,0.0,,0.0,29.0,0.0,23.0,41.0,0.26,-6.4,0.08,2.36,,7.04,2610.0,5.0,- - -,15.0
- -,18,Int,,,,,,44000000.0,64000000.0,215.0,1.12,30.0,37.0,81.0,2.8,45.0,1.27,34.0,1.23,0.0,0.0,75.0,,,,,0.9,24.0,1.53,41.0,7.06,189.0,1.98,17.27,20.11,538.0,22.99,615.0,87.0,0.52,14.0,0.0,0.0,0.3,8.0,0.0,20.0,0.0,0.04,1.0,0.52,14.0,0.0,1.12,30.0,7.33,19.0,1.53,41.0,6.5,2.0,0.0,,,,0.09,1.23,33.0,7.6mi,202.1mi,0.0,0.0,0.3,8.0,,12.0,0.56,15.0,5.0,0.19,0.45,12.0,0.04,8.04,29.0,0.0,0.0,6.46,,1.16,1.57,,31.0,29.0,,0.0,1.1,0.0,,0.0,,,,0.0,0.24,6.46,243.0,,83.03,2408.0,,,,6.7,0.0,8.0,3.0,0.34,,,9.0,9.0,,15.0,5.0,31.0,30.0,76.0,0.24,2.54,0.06,1.67,,6.76,267.56,1.0,- - -,15.0
- -,19,,Budimir Vujacic (2/16/2025),,,,,21000000.0,30000000.0,55.0,2.22,32.0,40.0,80.0,1.74,32.0,0.56,8.0,0.42,0.0,0.0,25.0,,,,,2.08,30.0,3.41,49.0,12.72,183.0,4.59,16.19,30.02,432.0,34.33,494.0,87.0,1.39,20.0,1.18,17.0,4.31,62.0,27.0,3.0,0.0,0.0,0.0,1.39,20.0,0.0,1.88,27.0,14.46,35.0,1.32,19.0,2.5,0.0,0.0,,,,0.18,4.1,59.0,7.6mi,109.7mi,1.18,17.0,4.31,62.0,27.0,8.0,0.63,9.0,6.0,0.42,0.35,5.0,0.21,3.82,16.0,0.0,0.0,4.42,,1.18,0.83,,17.0,16.0,,0.0,1.38,0.0,,0.0,,,,0.0,0.31,4.42,208.0,,80.94,1295.0,,,,,,,,0.14,,,2.0,5.0,,4.0,7.0,31.0,22.0,13.0,0.31,-2.42,0.13,1.89,,6.89,647.5,3.0,- - -,16.0
- -,20,,,,,,,15000000.0,18000000.0,88.0,1.39,19.0,26.0,73.0,1.39,42.0,0.59,8.0,0.66,0.0,0.0,19.0,,,,,2.2,30.0,2.5,34.0,10.28,140.0,10.57,19.23,27.82,379.0,32.45,442.0,86.0,1.62,22.0,0.0,0.0,0.73,10.0,0.0,6.0,0.0,0.07,1.0,1.62,22.0,0.0,0.95,13.0,11.45,16.0,1.03,14.0,5.43,0.0,1.0,,,,0.1,1.91,26.0,8.1mi,109.9mi,0.0,0.0,0.73,10.0,,21.0,0.66,9.0,5.0,0.37,0.22,3.0,0.15,6.46,16.0,1.0,3.0,1.93,,1.54,1.32,,21.0,15.0,,0.0,1.44,0.0,,0.0,,,,0.0,0.14,1.93,285.0,,76.62,1226.0,,,,,,,,0.29,,,4.0,6.0,,5.0,5.0,38.0,14.0,10.0,0.14,2.07,0.11,1.55,,6.75,306.5,2.0,- - -,13.0
- -,19,Loa,Ricardo Camacho (5/5/2025),,,,,47000000.0,56000000.0,13.0,1.65,2.0,2.0,100.0,3.3,50.0,1.65,2.0,0.83,0.0,0.0,4.0,,,,,1.65,2.0,1.65,2.0,7.43,9.0,0.83,25.6,18.17,22.0,20.64,25.0,88.0,0.83,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.83,1.0,0.0,0.83,1.0,6.61,38.0,4.13,5.0,6.61,1.0,0.0,,,,0.07,1.65,2.0,7.8mi,9.5mi,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.83,,0.0,,10.73,5.0,5.0,0.0,0.29,,0.83,1.65,,1.0,,,0.0,1.55,0.0,,0.0,,,,0.0,0.24,0.29,,,21.8,109.0,,,,,,,,,,,0.0,2.0,,1.0,2.0,40.0,1.0,5.0,0.24,-0.29,0.09,0.11,,6.57,,0.0,- - -,13.0
- -,19,,Javier Ribalta (1/30/2025),,,,,22000000.0,27000000.0,0.0,2.12,70.0,72.0,97.0,0.54,22.0,0.12,4.0,0.0,0.0,0.0,18.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.77,488.0,20.59,680.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.1,,0.0,0.0mi,0.0mi,0.0,0.0,0.0,0.0,,17.0,0.0,0.0,0.0,,,0.0,0.12,,34.0,1.0,0.0,1.75,,0.0,0.0,,0.0,33.0,,0.0,1.0,2.0,,0.0,,,,0.0,0.05,1.75,0.0,,87.44,2973.0,,,,,,,,0.09,,,3.0,0.0,,0.0,34.0,0.0,39.0,41.0,0.05,1.25,0.0,0.04,,7.55,991.0,4.0,- - -,14.0
- -,20,,Jorge Gomes (2/19/2025),,,,,27000000.0,38000000.0,66.0,1.35,10.0,13.0,77.0,3.5,46.0,1.62,12.0,1.08,0.0,0.0,26.0,,,,,0.27,2.0,1.35,10.0,7.14,53.0,0.67,23.85,20.07,149.0,23.17,172.0,87.0,0.27,2.0,0.0,0.0,0.54,4.0,0.0,6.0,0.0,0.0,0.0,0.27,2.0,0.0,0.67,5.0,7.95,33.0,2.96,22.0,5.93,0.0,0.0,,,,0.08,0.94,7.0,7.2mi,53.1mi,0.0,0.0,0.54,4.0,,4.0,0.13,1.0,0.0,,0.13,1.0,0.13,8.89,17.0,12.0,0.0,2.13,,1.75,1.35,,13.0,5.0,,0.0,1.94,0.0,,0.0,,,,0.0,0.29,2.13,667.0,,39.29,668.0,,,,,,,,0.13,,,1.0,11.0,,6.0,0.0,65.0,8.0,9.0,0.29,-1.13,0.01,0.07,,6.95,668.0,1.0,- - -,12.0
- -,20,Wnt,6 Focuses,,,,,37000000.0,52000000.0,1.0,,,0.0,,,0.0,,0.0,,,0.0,1.0,,,,,,0.0,,0.0,,2.0,,,,5.0,,5.0,100.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,,100.0,,1.0,,0.0,0.0,,,,0.01,,1.0,,0.9mi,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,2.0,2.0,0.0,0.01,,,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,0.01,,,7.0,14.0,,,,,,,,,,,0.0,1.0,,0.0,1.0,50.0,0.0,1.0,,-0.01,,0.0,,,,0.0,- - -,14.0
- -,18,,Luis Ferrer (2/4/2025),,,,,7200000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- - -,15.0
- -,18,,,,,,,9400000.0,11500000.0,25.0,1.49,7.0,7.0,100.0,1.49,29.0,0.43,2.0,0.85,0.0,0.0,7.0,,,,,1.49,7.0,2.13,10.0,10.43,49.0,6.38,25.74,24.89,117.0,29.79,140.0,84.0,1.49,7.0,0.0,0.0,1.28,6.0,0.0,3.0,0.0,0.0,0.0,1.49,7.0,0.0,1.06,5.0,10.21,24.0,1.28,6.0,4.04,0.0,0.0,,,,0.05,0.43,2.0,7.8mi,36.7mi,0.0,0.0,1.28,6.0,,,0.21,1.0,3.0,0.64,,0.0,0.21,5.32,6.0,0.0,0.0,0.32,,0.64,0.21,,3.0,6.0,,0.0,1.8,0.0,,0.0,,,,0.0,0.07,0.32,,,70.5,423.0,,,,,,,,,,,0.0,3.0,,0.0,3.0,50.0,5.0,5.0,0.07,-0.32,0.05,0.25,,6.85,,1.0,- - -,14.0
- -,18,Inj,,,,,,35000000.0,51000000.0,11.0,2.15,7.0,7.0,100.0,0.61,0.0,0.0,0.0,0.31,0.31,1.0,2.0,,,,,4.91,16.0,2.76,9.0,10.75,35.0,9.83,9.83,42.7,139.0,48.23,157.0,89.0,1.23,4.0,0.0,0.0,0.92,3.0,0.0,0.0,0.0,0.0,0.0,1.23,4.0,0.0,1.84,6.0,12.29,18.0,0.61,2.0,2.76,0.0,0.0,,,,0.14,0.61,2.0,8.2mi,26.6mi,0.0,0.0,0.92,3.0,,,0.61,2.0,1.0,0.31,0.92,3.0,,3.38,10.0,8.0,0.0,0.29,,1.23,0.61,,4.0,2.0,,0.0,2.0,0.0,,0.0,,,,0.0,0.09,0.29,,,29.3,293.0,,,,,,,,,,,0.0,6.0,,2.0,2.0,60.0,4.0,1.0,0.09,-0.29,0.06,0.19,,6.69,,0.0,- - -,16.0
- -,19,Int,,,,,,8000000.0,8000000.0,108.0,1.77,52.0,65.0,80.0,1.56,37.0,0.58,17.0,0.14,0.0,0.0,46.0,,,,,2.45,72.0,2.45,72.0,8.13,239.0,5.92,7.52,24.83,730.0,29.76,875.0,83.0,0.92,27.0,0.37,11.0,1.73,51.0,22.0,6.0,0.0,0.0,0.0,1.12,33.0,0.07,1.77,52.0,11.43,33.0,1.22,36.0,2.45,1.0,0.0,,,,0.09,1.77,52.0,5.4mi,159.1mi,0.37,11.0,1.73,51.0,21.0,13.0,0.41,12.0,12.0,0.41,0.2,6.0,0.24,3.67,34.0,1.0,4.0,4.3,,1.05,0.82,,31.0,33.0,,0.0,1.29,3.0,,0.0,,,,0.0,0.15,4.3,0.0,,77.82,2646.0,,,,,,,,0.2,,,6.0,9.0,,8.0,17.0,26.0,56.0,42.0,0.15,1.7,0.22,6.48,,7.18,441.0,7.0,- - -,13.0
- -,19,,Javier Ribalta (3/21/2025),,,,,29000000.0,34000000.0,10.0,1.21,2.0,2.0,100.0,3.02,40.0,1.21,2.0,2.42,0.0,0.0,5.0,,,,,1.21,2.0,1.81,3.0,10.87,18.0,2.42,19.33,22.95,38.0,30.2,50.0,76.0,0.6,1.0,0.0,0.0,1.81,3.0,0.0,1.0,0.0,0.0,0.0,0.6,1.0,0.0,0.6,1.0,12.08,30.0,1.81,3.0,4.23,0.0,0.0,,,,0.09,3.62,6.0,7.3mi,12.1mi,0.0,0.0,1.81,3.0,,,0.0,0.0,0.0,,,0.0,,6.04,6.0,5.0,0.0,0.44,,1.21,0.6,,2.0,1.0,,0.0,1.4,0.0,,0.0,,,,0.0,0.27,0.44,,,24.83,149.0,,,,,,,,,,,0.0,2.0,,2.0,2.0,33.0,3.0,0.0,0.27,-0.44,0.07,0.12,,6.85,,0.0,- - -,17.0
- -,18,,,,,,,8800000.0,13000000.0,49.0,0.79,4.0,5.0,80.0,3.76,37.0,1.38,7.0,1.19,0.0,0.0,19.0,,,,,0.59,3.0,0.59,3.0,6.33,32.0,0.79,18.79,19.38,98.0,22.35,113.0,87.0,0.59,3.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.59,3.0,0.0,0.99,5.0,6.53,39.0,3.76,19.0,5.93,0.0,0.0,,,,0.09,0.59,3.0,6.9mi,35.1mi,0.0,0.0,0.0,0.0,,,0.79,4.0,0.0,,0.2,1.0,,9.69,16.0,14.0,0.0,1.65,,0.79,0.4,,4.0,2.0,,0.0,1.25,0.0,,0.0,,,,0.0,0.33,1.65,,,28.44,455.0,,,,,,,,,,,0.0,6.0,,8.0,2.0,38.0,3.0,8.0,0.33,-1.65,0.02,0.11,,6.53,,0.0,- - -,13.0
- -,18,Loa,6 Focuses,,,,,24000000.0,29000000.0,20.0,1.88,7.0,9.0,78.0,2.69,50.0,1.34,5.0,0.27,0.0,0.0,10.0,,,,,2.42,9.0,2.42,9.0,11.01,41.0,4.84,17.46,27.13,101.0,30.9,115.0,88.0,0.54,2.0,0.0,0.0,2.69,10.0,0.0,3.0,0.0,0.0,0.0,0.54,2.0,0.0,1.61,6.0,13.7,35.0,1.88,7.0,3.49,0.0,0.0,,,,0.13,3.49,13.0,7.1mi,26.4mi,0.0,0.0,2.69,10.0,,,0.27,1.0,0.0,,0.54,2.0,0.27,5.37,9.0,7.0,0.0,1.28,,2.15,0.54,,8.0,2.0,,0.0,1.65,0.0,,0.0,,,,0.0,0.34,1.28,,,37.22,335.0,,,,,,,,,,,0.0,4.0,,2.0,3.0,44.0,6.0,3.0,0.34,-1.28,0.04,0.14,,6.76,,1.0,- - -,15.0
- -,18,Loa,5 Focuses,,,,,26000000.0,37000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,- - -,8.0
- -,19,Int,,,,,,13000000.0,18500000.0,3.0,2.0,2.0,3.0,67.0,1.0,100.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,5.0,5.0,2.0,2.0,11.0,11.0,16.0,10.0,39.0,39.0,44.0,44.0,89.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,4.0,10.0,100.0,3.0,3.0,,1.0,0.0,,,,0.0,3.0,3.0,6.3mi,6.3mi,0.0,0.0,3.0,3.0,,,0.0,0.0,1.0,1.0,,0.0,,3.0,1.0,0.0,0.0,0.0,,2.0,1.0,,2.0,1.0,,0.0,1.65,0.0,,0.0,,,,0.0,0.0,0.0,,,90.0,90.0,,,,,,,,,,,0.0,1.0,,0.0,0.0,100.0,1.0,1.0,0.0,0.0,0.14,0.14,,7.3,,0.0,- - -,14.0
- -,19,Int,,,,,,Not for Sale,Not for Sale,118.0,0.57,8.0,9.0,89.0,0.64,22.0,0.14,2.0,0.29,0.07,1.0,9.0,,,,,2.86,40.0,0.36,5.0,2.36,33.0,12.29,3.29,54.07,757.0,60.86,852.0,89.0,0.07,1.0,0.07,1.0,0.07,1.0,100.0,1.0,0.0,0.07,1.0,0.14,2.0,0.36,1.79,25.0,5.21,65.0,5.5,77.0,2.93,2.0,0.0,,,,0.03,0.07,1.0,6.9mi,97.1mi,0.07,1.0,0.07,1.0,100.0,11.0,1.43,20.0,1.0,0.07,0.93,13.0,,8.43,14.0,0.0,1.0,0.23,,0.93,0.93,,13.0,14.0,,0.0,1.29,0.0,,0.0,,,,0.0,0.02,0.23,94.0,,90.0,1260.0,,,,,,,,0.07,,,1.0,5.0,,6.0,3.0,36.0,4.0,8.0,0.02,0.77,0.07,1.04,,6.78,1260.0,0.0,- - -,18.0
- -,21,Inj,Javier Ribalta (1/30/2025),,,,,23000000.0,34000000.0,0.0,1.32,45.0,69.0,65.0,2.29,42.0,0.97,33.0,0.0,0.0,0.0,78.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15,413.0,20.0,680.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,0.14,,0.0,0.0mi,0.0mi,0.0,0.0,0.0,0.0,,19.0,0.0,0.0,0.0,,,0.0,0.18,,34.0,0.0,0.0,11.04,,0.0,0.0,,0.0,34.0,,0.0,1.0,2.0,,0.0,,,,0.0,0.32,11.04,0.0,,90.0,3060.0,,,,,,,,0.44,,,15.0,0.0,,0.0,34.0,0.0,33.0,49.0,0.32,3.96,0.09,3.15,,7.47,204.0,6.0,- - -,15.0
